vOTU	Length	Length_kbp	GC	phylum
vOTU01983	31220	31.22	59.44	Proteobacteria
vOTU01985	44964	44.964	45.98	Proteobacteria
vOTU01992	42339	42.339	53.74	Proteobacteria
vOTU01997	51106	51.106	43.1	Proteobacteria
vOTU01998	81134	81.134	43.53	Proteobacteria
vOTU01999	42927	42.927	46.11	Proteobacteria
vOTU02003	40377	40.377	45.22	Proteobacteria
vOTU02014	23940	23.94	49.86	Proteobacteria
vOTU02024	80037	80.037	41.27	Proteobacteria
vOTU02025	49078	49.078	49.3	Proteobacteria
vOTU02027	39543	39.543	63.51	Proteobacteria
vOTU02029	103696	103.696	36.71	Proteobacteria
vOTU02030	37518	37.518	37.32	Proteobacteria
vOTU02033	44241	44.241	48.42	Proteobacteria
vOTU02038	29482	29.482	41.91	Proteobacteria
vOTU02039	52154	52.154	37.83	Proteobacteria
vOTU02051	19110	19.11	56.46	Proteobacteria
vOTU02056	30967	30.967	49.86	Proteobacteria
vOTU02057	36426	36.426	39.52	Proteobacteria
vOTU02060	12345	12.345	49.8	Proteobacteria
vOTU02061	25932	25.932	59.67	Proteobacteria
vOTU02062	82106	82.106	40.38	Proteobacteria
vOTU02065	117096	117.096	52.81	Proteobacteria
vOTU02071	29335	29.335	43.72	Proteobacteria
vOTU02078	50234	50.234	40.94	Proteobacteria
vOTU02081	49498	49.498	37.37	Proteobacteria
vOTU02082	63495	63.495	48.01	Proteobacteria
vOTU02086	31874	31.874	57.5	Proteobacteria
vOTU02095	46749	46.749	44.27	Proteobacteria
vOTU02101	94639	94.639	58.62	Proteobacteria
vOTU02109	48398	48.398	54.96	Proteobacteria
vOTU02111	20688	20.688	47.68	Proteobacteria
vOTU02112	67945	67.945	42.5	Proteobacteria
vOTU02114	20287	20.287	51.32	Proteobacteria
vOTU02115	10564	10.564	45.26	Proteobacteria
vOTU02117	72972	72.972	46.65	Proteobacteria
vOTU02129	25424	25.424	54.64	Proteobacteria
vOTU02131	69037	69.037	59.36	Proteobacteria
vOTU02132	43214	43.214	48.05	Proteobacteria
vOTU02136	88760	88.76	40.96	Proteobacteria
vOTU02138	18520	18.52	56.78	Proteobacteria
vOTU02144	15350	15.35	37.98	Proteobacteria
vOTU02147	38246	38.246	56.82	Proteobacteria
vOTU02148	94094	94.094	44.66	Proteobacteria
vOTU02151	10964	10.964	44.39	Proteobacteria
vOTU02156	88637	88.637	39.7	Proteobacteria
vOTU02163	86067	86.067	43.67	Proteobacteria
vOTU02164	35532	35.532	41.12	Proteobacteria
vOTU02165	42706	42.706	52.54	Proteobacteria
vOTU02167	5038	5.038	41.41	Proteobacteria
vOTU02171	54857	54.857	40.39	Proteobacteria
vOTU02172	43031	43.031	45.45	Proteobacteria
vOTU02174	9649	9.649	51.57	Proteobacteria
vOTU02181	53625	53.625	32.56	Proteobacteria
vOTU02182	31094	31.094	67.1	Proteobacteria
vOTU02192	42266	42.266	40.04	Proteobacteria
vOTU02195	4926	4.926	41.15	Proteobacteria
vOTU02208	47097	47.097	44.25	Proteobacteria
vOTU02210	32799	32.799	51.78	Proteobacteria
vOTU02220	52111	52.111	42.22	Proteobacteria
vOTU02229	46990	46.99	51.42	Proteobacteria
vOTU02232	35172	35.172	45.35	Proteobacteria
vOTU02240	45767	45.767	55.11	Proteobacteria
vOTU02243	40971	40.971	54.36	Proteobacteria
vOTU02249	29393	29.393	53.55	Proteobacteria
vOTU02253	29047	29.047	55.36	Proteobacteria
vOTU02254	74255	74.255	38.79	Proteobacteria
vOTU02261	9969	9.969	54.37	Proteobacteria
vOTU02262	25980	25.98	52.21	Proteobacteria
vOTU02266	51280	51.28	52.54	Proteobacteria
vOTU02272	23288	23.288	51.87	Proteobacteria
vOTU02273	18106	18.106	47.36	Proteobacteria
vOTU02275	108188	108.188	41.77	Proteobacteria
vOTU02277	28645	28.645	53.94	Proteobacteria
vOTU02279	43501	43.501	46.02	Proteobacteria
vOTU02286	14664	14.664	46.43	Proteobacteria
vOTU02289	27416	27.416	49.16	Proteobacteria
vOTU02305	5523	5.523	46.55	Proteobacteria
vOTU02308	36733	36.733	42.43	Proteobacteria
vOTU02310	36847	36.847	58.63	Proteobacteria
vOTU02313	30802	30.802	56.22	Proteobacteria
vOTU02318	48333	48.333	55.27	Proteobacteria
vOTU02320	22931	22.931	40.03	Proteobacteria
vOTU02328	59369	59.369	60.22	Proteobacteria
vOTU02330	26998	26.998	45.12	Proteobacteria
vOTU02336	23378	23.378	55.12	Proteobacteria
vOTU02337	29241	29.241	50.62	Proteobacteria
vOTU02345	31712	31.712	53.19	Proteobacteria
vOTU02356	52977	52.977	53.97	Proteobacteria
vOTU02359	26745	26.745	50.01	Proteobacteria
vOTU02362	59175	59.175	37.68	Proteobacteria
vOTU02365	34978	34.978	55.35	Proteobacteria
vOTU02370	94982	94.982	53.49	Proteobacteria
vOTU02371	33358	33.358	51.13	Proteobacteria
vOTU02389	114423	114.423	42.83	Proteobacteria
vOTU02394	23586	23.586	62.45	Proteobacteria
vOTU02397	19084	19.084	56.63	Proteobacteria
vOTU02398	36981	36.981	38.93	Proteobacteria
vOTU02403	37849	37.849	59.96	Proteobacteria
vOTU02405	43631	43.631	54.09	Proteobacteria
vOTU02406	42714	42.714	43.99	Proteobacteria
vOTU02411	24943	24.943	51.49	Proteobacteria
vOTU02421	24366	24.366	47.47	Proteobacteria
vOTU02427	56826	56.826	58.85	Proteobacteria
vOTU02432	25839	25.839	45.27	Proteobacteria
vOTU02434	12803	12.803	48.97	Proteobacteria
vOTU02443	32298	32.298	53.63	Proteobacteria
vOTU02447	38377	38.377	60.98	Proteobacteria
vOTU02448	98503	98.503	37.63	Proteobacteria
vOTU02450	58258	58.258	41.72	Proteobacteria
vOTU02452	54251	54.251	60.09	Proteobacteria
vOTU02459	42964	42.964	56.88	Proteobacteria
vOTU02460	16282	16.282	31.98	Proteobacteria
vOTU02461	16420	16.42	40.64	Proteobacteria
vOTU02462	36684	36.684	26.79	Proteobacteria
vOTU02464	40357	40.357	43.26	Proteobacteria
vOTU02465	167656	167.656	42.06	Proteobacteria
vOTU02466	18259	18.259	48.43	Proteobacteria
vOTU02467	22159	22.159	45.98	Proteobacteria
vOTU02473	29501	29.501	40.97	Proteobacteria
vOTU02482	10461	10.461	52.51	Proteobacteria
vOTU02483	80572	80.572	55.21	Proteobacteria
vOTU02487	45834	45.834	58.66	Proteobacteria
vOTU02489	78852	78.852	48	Proteobacteria
vOTU02490	96242	96.242	39.88	Proteobacteria
vOTU02493	89231	89.231	40.09	Proteobacteria
vOTU02495	41898	41.898	59.9	Proteobacteria
vOTU02498	48700	48.7	47.16	Proteobacteria
vOTU02505	37196	37.196	52.97	Proteobacteria
vOTU02511	39310	39.31	53.64	Proteobacteria
vOTU02513	57287	57.287	44.26	Proteobacteria
vOTU02516	35221	35.221	37.01	Proteobacteria
vOTU02519	41684	41.684	45.63	Proteobacteria
vOTU02521	42620	42.62	40.63	Proteobacteria
vOTU02526	36991	36.991	51.66	Proteobacteria
vOTU02528	48233	48.233	44.08	Proteobacteria
vOTU02529	26765	26.765	48.63	Proteobacteria
vOTU02534	24244	24.244	40.82	Proteobacteria
vOTU02543	57543	57.543	44.46	Proteobacteria
vOTU02545	18462	18.462	58.16	Proteobacteria
vOTU02546	19520	19.52	28.5	Proteobacteria
vOTU02547	68841	68.841	46.26	Proteobacteria
vOTU02552	41990	41.99	44.79	Proteobacteria
vOTU02553	79659	79.659	46.45	Proteobacteria
vOTU02554	59294	59.294	48.72	Proteobacteria
vOTU02566	39258	39.258	55.72	Proteobacteria
vOTU02573	34170	34.17	32.04	Proteobacteria
vOTU02574	34152	34.152	58.08	Proteobacteria
vOTU02575	43760	43.76	58.1	Proteobacteria
vOTU02581	33654	33.654	48.26	Proteobacteria
vOTU02587	43447	43.447	53.79	Proteobacteria
vOTU02588	36820	36.82	53.84	Proteobacteria
vOTU02589	202965	202.965	52.38	Proteobacteria
vOTU02597	32327	32.327	52.87	Proteobacteria
vOTU02598	41876	41.876	39.24	Proteobacteria
vOTU02600	68543	68.543	33.08	Proteobacteria
vOTU02604	50500	50.5	54.2	Proteobacteria
vOTU02606	76858	76.858	63.37	Proteobacteria
vOTU02607	21608	21.608	53.2	Proteobacteria
vOTU02608	23310	23.31	56.48	Proteobacteria
vOTU02614	63757	63.757	42.19	Proteobacteria
vOTU02615	49585	49.585	48.14	Proteobacteria
vOTU02618	34156	34.156	44.69	Proteobacteria
vOTU02620	13003	13.003	50.87	Proteobacteria
vOTU02621	58690	58.69	52.74	Proteobacteria
vOTU02624	14874	14.874	38.8	Proteobacteria
vOTU02626	17155	17.155	35.82	Proteobacteria
vOTU02629	35932	35.932	62.48	Proteobacteria
vOTU02635	45036	45.036	45.12	Proteobacteria
vOTU02642	40612	40.612	53.19	Proteobacteria
vOTU02650	44686	44.686	45.43	Proteobacteria
vOTU02652	35206	35.206	53.03	Proteobacteria
vOTU02655	26800	26.8	48.68	Proteobacteria
vOTU02657	90301	90.301	50.59	Proteobacteria
vOTU02660	46081	46.081	50.8	Proteobacteria
vOTU02662	47429	47.429	44.71	Proteobacteria
vOTU02666	48537	48.537	56.76	Proteobacteria
vOTU02670	20197	20.197	57.11	Proteobacteria
vOTU02672	45077	45.077	51.33	Proteobacteria
vOTU02675	28612	28.612	58.71	Proteobacteria
vOTU02676	58227	58.227	47.77	Proteobacteria
vOTU02687	47895	47.895	37.02	Proteobacteria
vOTU02689	32381	32.381	56.37	Proteobacteria
vOTU02690	43711	43.711	56.96	Proteobacteria
vOTU02703	35799	35.799	49.6	Proteobacteria
vOTU02705	43916	43.916	61.97	Proteobacteria
vOTU02708	45202	45.202	44.35	Proteobacteria
vOTU02709	68100	68.1	45.73	Proteobacteria
vOTU02710	43674	43.674	40.55	Proteobacteria
vOTU02717	43517	43.517	53.89	Proteobacteria
vOTU02721	57274	57.274	52.2	Proteobacteria
vOTU02725	33959	33.959	62.3	Proteobacteria
vOTU02726	13005	13.005	50.73	Proteobacteria
vOTU02737	25372	25.372	54.48	Proteobacteria
vOTU02740	42116	42.116	59.52	Proteobacteria
vOTU02744	44590	44.59	49.74	Proteobacteria
vOTU02746	6812	6.812	36.36	Proteobacteria
vOTU02752	47200	47.2	58.95	Proteobacteria
vOTU02754	37972	37.972	45.3	Proteobacteria
vOTU02758	43444	43.444	52.75	Proteobacteria
vOTU02763	75484	75.484	46.31	Proteobacteria
vOTU02765	128504	128.504	58.47	Proteobacteria
vOTU02773	85380	85.38	50.96	Proteobacteria
vOTU02781	27450	27.45	52.26	Proteobacteria
vOTU02784	19353	19.353	44.15	Proteobacteria
vOTU02785	33187	33.187	46.19	Proteobacteria
vOTU02786	49924	49.924	44.89	Proteobacteria
vOTU02790	26037	26.037	54.51	Proteobacteria
vOTU02794	40278	40.278	58.33	Proteobacteria
vOTU02795	18059	18.059	46.57	Proteobacteria
vOTU02798	12139	12.139	50.84	Proteobacteria
vOTU02808	5658	5.658	43.27	Proteobacteria
vOTU02809	75654	75.654	32.98	Proteobacteria
vOTU02813	37079	37.079	44.99	Proteobacteria
vOTU02816	82721	82.721	47.03	Proteobacteria
vOTU02823	104010	104.01	40.01	Proteobacteria
vOTU02826	64748	64.748	52	Proteobacteria
vOTU02830	34363	34.363	44.86	Proteobacteria
vOTU02838	34719	34.719	46.52	Proteobacteria
vOTU02843	54681	54.681	50.26	Proteobacteria
vOTU02846	36738	36.738	57.8	Proteobacteria
vOTU02849	44501	44.501	44.2	Proteobacteria
vOTU02852	43582	43.582	27.78	Proteobacteria
vOTU02886	46365	46.365	63.1	Proteobacteria
vOTU02891	33984	33.984	47.43	Proteobacteria
vOTU02894	45502	45.502	61.33	Proteobacteria
vOTU02896	70361	70.361	43.35	Proteobacteria
vOTU02897	80738	80.738	41.85	Proteobacteria
vOTU02901	17461	17.461	37.66	Proteobacteria
vOTU02908	68176	68.176	27.89	Proteobacteria
vOTU02910	31739	31.739	39.73	Proteobacteria
vOTU02919	93283	93.283	31.81	Proteobacteria
vOTU02921	49522	49.522	61.11	Proteobacteria
vOTU02923	49475	49.475	49.19	Proteobacteria
vOTU02924	44420	44.42	39.9	Proteobacteria
vOTU02930	33812	33.812	47.52	Proteobacteria
vOTU02931	26196	26.196	50.74	Proteobacteria
vOTU02935	42097	42.097	49.77	Proteobacteria
vOTU02942	61019	61.019	31.07	Proteobacteria
vOTU02945	39990	39.99	61.91	Proteobacteria
vOTU02946	46669	46.669	50.22	Proteobacteria
vOTU02947	5032	5.032	41.14	Proteobacteria
vOTU02950	33577	33.577	47.83	Proteobacteria
vOTU02957	94402	94.402	44.19	Proteobacteria
vOTU02959	29396	29.396	44.74	Proteobacteria
vOTU02961	34907	34.907	53.6	Proteobacteria
vOTU02963	13007	13.007	50.93	Proteobacteria
vOTU02968	23575	23.575	47.49	Proteobacteria
vOTU02969	49544	49.544	60	Proteobacteria
vOTU02973	25744	25.744	58.22	Proteobacteria
vOTU02974	20238	20.238	50.43	Proteobacteria
vOTU02977	22823	22.823	28.59	Proteobacteria
vOTU02979	45758	45.758	50.88	Proteobacteria
vOTU02982	22796	22.796	55.21	Proteobacteria
vOTU02989	37375	37.375	47.76	Proteobacteria
vOTU02990	70530	70.53	33.08	Proteobacteria
vOTU02995	31674	31.674	48.97	Proteobacteria
vOTU02998	50442	50.442	55.45	Proteobacteria
vOTU03000	46685	46.685	44.33	Proteobacteria
vOTU03001	17687	17.687	45.79	Proteobacteria
vOTU03010	28129	28.129	49.98	Proteobacteria
vOTU03020	56502	56.502	49.37	Proteobacteria
vOTU03026	33793	33.793	45.54	Proteobacteria
vOTU03029	25697	25.697	53.82	Proteobacteria
vOTU03030	65417	65.417	46.94	Proteobacteria
vOTU03049	58630	58.63	40.4	Proteobacteria
vOTU03050	40647	40.647	42.37	Proteobacteria
vOTU03051	25090	25.09	39.15	Proteobacteria
vOTU03055	34533	34.533	46.89	Proteobacteria
vOTU03059	24370	24.37	49.7	Proteobacteria
vOTU03060	40520	40.52	52.44	Proteobacteria
vOTU03064	46540	46.54	50.75	Proteobacteria
vOTU03067	43609	43.609	62.17	Proteobacteria
vOTU03073	28200	28.2	57.62	Proteobacteria
vOTU03074	42691	42.691	46.89	Proteobacteria
vOTU03078	20477	20.477	41.89	Proteobacteria
vOTU03079	59175	59.175	43.36	Proteobacteria
vOTU03083	56451	56.451	54.44	Proteobacteria
vOTU03084	58747	58.747	55.34	Proteobacteria
vOTU03092	26599	26.599	46.85	Proteobacteria
vOTU03093	84053	84.053	36.09	Proteobacteria
vOTU03095	63101	63.101	57.51	Proteobacteria
vOTU03096	27522	27.522	59.8	Proteobacteria
vOTU03102	28080	28.08	44.01	Proteobacteria
vOTU03105	41469	41.469	51.63	Proteobacteria
vOTU03111	31344	31.344	44.67	Proteobacteria
vOTU03120	127328	127.328	58.76	Proteobacteria
vOTU03124	34441	34.441	55.68	Proteobacteria
vOTU03125	45540	45.54	40.81	Proteobacteria
vOTU03131	25990	25.99	54.38	Proteobacteria
vOTU03133	44504	44.504	50.47	Proteobacteria
vOTU03134	59731	59.731	56.16	Proteobacteria
vOTU03137	40440	40.44	39.51	Proteobacteria
vOTU03139	15475	15.475	39.46	Proteobacteria
vOTU03141	13197	13.197	50.45	Proteobacteria
vOTU03147	16112	16.112	41.52	Proteobacteria
vOTU03151	22437	22.437	55.11	Proteobacteria
vOTU03153	65241	65.241	47.35	Proteobacteria
vOTU03157	71051	71.051	32.95	Proteobacteria
vOTU03174	11753	11.753	38.15	Proteobacteria
vOTU03180	70431	70.431	40.6	Proteobacteria
vOTU03185	32802	32.802	43.13	Proteobacteria
vOTU03188	61599	61.599	38.97	Proteobacteria
vOTU03189	15587	15.587	42.12	Proteobacteria
vOTU03197	50301	50.301	43.71	Proteobacteria
vOTU03198	57377	57.377	50.56	Proteobacteria
vOTU03199	32269	32.269	52.86	Proteobacteria
vOTU03202	47268	47.268	58.12	Proteobacteria
vOTU03203	39033	39.033	59.61	Proteobacteria
vOTU03217	12170	12.17	42.38	Proteobacteria
vOTU03218	182544	182.544	39.78	Proteobacteria
vOTU03221	14149	14.149	44.19	Proteobacteria
vOTU03224	45596	45.596	53.07	Proteobacteria
vOTU03226	33847	33.847	63.3	Proteobacteria
vOTU03228	29565	29.565	54.18	Proteobacteria
vOTU03229	50292	50.292	47	Proteobacteria
vOTU03230	31692	31.692	52.43	Proteobacteria
vOTU03234	47395	47.395	42.29	Proteobacteria
vOTU03235	29110	29.11	51.75	Proteobacteria
vOTU03240	39672	39.672	39.16	Proteobacteria
vOTU03242	67911	67.911	43.71	Proteobacteria
vOTU03246	22202	22.202	55.13	Proteobacteria
vOTU03248	72887	72.887	53.21	Proteobacteria
vOTU03252	48672	48.672	32.91	Proteobacteria
vOTU03256	40926	40.926	51.5	Proteobacteria
vOTU03260	45888	45.888	50.68	Proteobacteria
vOTU03278	39246	39.246	52.92	Proteobacteria
vOTU03285	5190	5.19	39.15	Proteobacteria
vOTU03289	15595	15.595	36.61	Proteobacteria
vOTU03290	26428	26.428	49.35	Proteobacteria
vOTU03308	23747	23.747	54.42	Proteobacteria
vOTU03310	25553	25.553	39.78	Proteobacteria
vOTU03314	41642	41.642	62.57	Proteobacteria
vOTU03320	41426	41.426	60.57	Proteobacteria
vOTU03323	41344	41.344	53.2	Proteobacteria
vOTU03324	51815	51.815	57.69	Proteobacteria
vOTU03325	72824	72.824	44.64	Proteobacteria
vOTU03326	158356	158.356	34.41	Proteobacteria
vOTU03331	58474	58.474	30.24	Proteobacteria
vOTU03337	70633	70.633	30.77	Proteobacteria
vOTU03338	112093	112.093	36.5	Proteobacteria
vOTU03341	35144	35.144	60.6	Proteobacteria
vOTU03342	56212	56.212	60.01	Proteobacteria
vOTU03349	60623	60.623	39.6	Proteobacteria
vOTU03354	54176	54.176	47.04	Proteobacteria
vOTU03355	53724	53.724	39.26	Proteobacteria
vOTU03360	3653	3.653	40.1	Proteobacteria
vOTU03361	34505	34.505	56.17	Proteobacteria
vOTU03363	72873	72.873	37.73	Proteobacteria
vOTU03366	12432	12.432	42.63	Proteobacteria
vOTU03378	28924	28.924	53.43	Proteobacteria
vOTU03385	26014	26.014	42.73	Proteobacteria
vOTU03396	33293	33.293	54.56	Proteobacteria
vOTU03400	32904	32.904	42.12	Proteobacteria
vOTU03403	55114	55.114	54.47	Proteobacteria
vOTU03414	88980	88.98	41.61	Proteobacteria
vOTU03421	51595	51.595	53.32	Proteobacteria
vOTU03427	100967	100.967	53.82	Proteobacteria
vOTU03429	11982	11.982	36.62	Proteobacteria
vOTU03431	12697	12.697	50.33	Proteobacteria
vOTU03433	45356	45.356	45.1	Proteobacteria
vOTU03435	33268	33.268	42.85	Proteobacteria
vOTU03437	44157	44.157	41.76	Proteobacteria
vOTU03449	15609	15.609	40.15	Proteobacteria
vOTU03455	61688	61.688	40.58	Proteobacteria
vOTU03461	50815	50.815	47.9	Proteobacteria
vOTU03462	75124	75.124	44.53	Proteobacteria
vOTU03465	79794	79.794	53.2	Proteobacteria
vOTU03468	21881	21.881	64.64	Proteobacteria
vOTU03474	46311	46.311	57.78	Proteobacteria
vOTU03480	16729	16.729	35.42	Proteobacteria
vOTU03487	52453	52.453	47.91	Proteobacteria
vOTU03491	32082	32.082	49.61	Proteobacteria
vOTU03492	34488	34.488	56.34	Proteobacteria
vOTU03498	40409	40.409	46.6	Proteobacteria
vOTU03508	19971	19.971	47.17	Proteobacteria
vOTU03512	44975	44.975	59.19	Proteobacteria
vOTU03515	35697	35.697	52.73	Proteobacteria
vOTU03527	35804	35.804	52.72	Proteobacteria
vOTU03530	63826	63.826	42.56	Proteobacteria
vOTU03541	44078	44.078	40.95	Proteobacteria
vOTU03543	36203	36.203	52.55	Proteobacteria
vOTU03544	47877	47.877	48.02	Proteobacteria
vOTU03547	58031	58.031	53.27	Proteobacteria
vOTU03570	51148	51.148	41.91	Proteobacteria
vOTU03572	6503	6.503	37.31	Proteobacteria
vOTU03575	5675	5.675	47.3	Proteobacteria
vOTU03576	28175	28.175	42.25	Proteobacteria
vOTU03581	45847	45.847	43.82	Proteobacteria
vOTU03585	52279	52.279	41.83	Proteobacteria
vOTU03588	14882	14.882	35.98	Proteobacteria
vOTU03589	37511	37.511	44.65	Proteobacteria
vOTU03591	88160	88.16	53.77	Proteobacteria
vOTU03593	10965	10.965	43.94	Proteobacteria
vOTU03598	36300	36.3	48.07	Proteobacteria
vOTU03600	18060	18.06	61.37	Proteobacteria
vOTU03604	31520	31.52	38.84	Proteobacteria
vOTU03614	59684	59.684	32.55	Proteobacteria
vOTU03620	38032	38.032	56.35	Proteobacteria
vOTU03621	43868	43.868	48.57	Proteobacteria
vOTU03622	26192	26.192	55.17	Proteobacteria
vOTU03624	28173	28.173	48.55	Proteobacteria
vOTU03625	29511	29.511	45.83	Proteobacteria
vOTU03626	69713	69.713	56.9	Proteobacteria
vOTU03629	98533	98.533	45.76	Proteobacteria
vOTU03632	46384	46.384	41.95	Proteobacteria
vOTU03633	36943	36.943	59.27	Proteobacteria
vOTU03634	45874	45.874	41.05	Proteobacteria
vOTU03637	33159	33.159	46.11	Proteobacteria
vOTU03640	44937	44.937	52.8	Proteobacteria
vOTU03641	36275	36.275	40.13	Proteobacteria
vOTU03644	80568	80.568	43.63	Proteobacteria
vOTU03646	76470	76.47	61.94	Proteobacteria
vOTU03647	79874	79.874	41.8	Proteobacteria
vOTU03648	31060	31.06	51.04	Proteobacteria
vOTU03651	23963	23.963	40.1	Proteobacteria
vOTU03652	36990	36.99	47.17	Proteobacteria
vOTU03658	34570	34.57	59.93	Proteobacteria
vOTU03661	115367	115.367	48.14	Proteobacteria
vOTU03666	14543	14.543	45.5	Proteobacteria
vOTU03667	59733	59.733	32.4	Proteobacteria
vOTU03669	49525	49.525	48.15	Proteobacteria
vOTU03670	60005	60.005	47.2	Proteobacteria
vOTU03673	25482	25.482	54.33	Proteobacteria
vOTU03678	31602	31.602	28.75	Proteobacteria
vOTU03685	20158	20.158	44.38	Proteobacteria
vOTU03689	15965	15.965	32.43	Proteobacteria
vOTU03696	53835	53.835	55.16	Proteobacteria
vOTU03698	22962	22.962	28.61	Proteobacteria
vOTU03703	10526	10.526	37.98	Proteobacteria
vOTU03707	36057	36.057	49.67	Proteobacteria
vOTU03708	5386	5.386	44.73	Proteobacteria
vOTU03713	42887	42.887	53.14	Proteobacteria
vOTU03726	42931	42.931	42.78	Proteobacteria
vOTU03735	17975	17.975	35.32	Proteobacteria
vOTU03739	49368	49.368	50.69	Proteobacteria
vOTU03753	47965	47.965	46.62	Proteobacteria
vOTU03756	58549	58.549	55.61	Proteobacteria
vOTU03760	62553	62.553	45.52	Proteobacteria
vOTU03761	48618	48.618	57.44	Proteobacteria
vOTU03763	39054	39.054	43.04	Proteobacteria
vOTU03767	25901	25.901	31.19	Proteobacteria
vOTU03783	44069	44.069	55.35	Proteobacteria
vOTU03785	45115	45.115	61.47	Proteobacteria
vOTU03787	35982	35.982	57.32	Proteobacteria
vOTU03790	22344	22.344	43.69	Proteobacteria
vOTU03792	34547	34.547	46.86	Proteobacteria
vOTU03793	72636	72.636	44.85	Proteobacteria
vOTU03822	53851	53.851	52.5	Proteobacteria
vOTU03824	83733	83.733	40.6	Proteobacteria
vOTU03827	83286	83.286	54.11	Proteobacteria
vOTU03829	65858	65.858	47.99	Proteobacteria
vOTU03830	129090	129.09	44.58	Proteobacteria
vOTU03837	123519	123.519	37.62	Proteobacteria
vOTU03840	17444	17.444	26.57	Proteobacteria
vOTU03849	24288	24.288	58.88	Proteobacteria
vOTU03853	11521	11.521	37.28	Proteobacteria
vOTU03862	20296	20.296	45.19	Proteobacteria
vOTU03865	5190	5.19	39.08	Proteobacteria
vOTU03868	59931	59.931	45.1	Proteobacteria
vOTU03870	44659	44.659	63.08	Proteobacteria
vOTU03875	47216	47.216	49.2	Proteobacteria
vOTU03877	61102	61.102	39.55	Proteobacteria
vOTU03879	31696	31.696	56.59	Proteobacteria
vOTU03884	63036	63.036	31.3	Proteobacteria
vOTU03885	41415	41.415	51.55	Proteobacteria
vOTU03892	28201	28.201	44.28	Proteobacteria
vOTU03898	5380	5.38	48.64	Proteobacteria
vOTU03906	47740	47.74	44.72	Proteobacteria
vOTU03908	48385	48.385	64.08	Proteobacteria
vOTU03911	101015	101.015	45.51	Proteobacteria
vOTU03916	51024	51.024	52.21	Proteobacteria
vOTU03917	23812	23.812	32.9	Proteobacteria
vOTU03918	25939	25.939	35.87	Proteobacteria
vOTU03920	55136	55.136	52.33	Proteobacteria
vOTU03921	29789	29.789	58.8	Proteobacteria
vOTU03928	28211	28.211	46.83	Proteobacteria
vOTU03929	63690	63.69	27.39	Proteobacteria
vOTU03938	50321	50.321	42.65	Proteobacteria
vOTU03948	42620	42.62	59.73	Proteobacteria
vOTU03953	26145	26.145	52.69	Proteobacteria
vOTU03957	46002	46.002	50.78	Proteobacteria
vOTU03959	44958	44.958	57.84	Proteobacteria
vOTU03960	30522	30.522	40.94	Proteobacteria
vOTU03961	61568	61.568	43.88	Proteobacteria
vOTU03962	45484	45.484	47.58	Proteobacteria
vOTU03964	22701	22.701	35.99	Proteobacteria
vOTU03966	37637	37.637	60.01	Proteobacteria
vOTU03967	42746	42.746	54.95	Proteobacteria
vOTU03969	25727	25.727	42.19	Proteobacteria
vOTU03973	28246	28.246	56.97	Proteobacteria
